transaction_id,fecha,cuenta,monto,moneda,tipo,descripcion,estado
TXN000042,2026-02-01,4503499148257431,469.99,MXN,devolucion,Devolucion muebles,pendiente
TXN000043,2026-05-22,4900759683518217,715.88,MXN,devolucion,Devolucion vuelo,pendiente
TXN000044,2026-05-22,4900759683518217,1863.67,MXN,devolucion,Devolucion herramientas,pendiente
TXN000045,2026-05-20,4900759683518217,3180.17,MXN,devolucion,Devolucion internet,pendiente
TXN000046,2026-05-25,4900759683518217,9819.58,MXN,devolucion,Devolucion gasolina,pendiente
TXN000047,2026-05-21,4900759683518217,4091.21,MXN,devolucion,Devolucion computadora,pendiente
TXN000048,2026-05-22,4900759683518217,935.19,MXN,devolucion,Devolucion gasolina,pendiente
TXN000049,2026-01-23,4852401183886808,537.23,MXN,devolucion,Devolucion herramientas,pendiente
TXN000050,2026-01-19,4852401183886808,401.86,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000051,2026-01-22,4852401183886808,4299.57,MXN,devolucion,Devolucion farmacia,pendiente
TXN000052,2026-01-22,4852401183886808,575.39,MXN,devolucion,Devolucion restaurante,pendiente
TXN000053,2026-01-24,4852401183886808,1517.55,MXN,devolucion,Devolucion celular,pendiente
TXN000054,2026-01-21,4852401183886808,969.23,MXN,devolucion,Devolucion hotel,pendiente
TXN000055,2026-05-17,4100249546299407,1695.1,MXN,devolucion,Devolucion restaurante,pendiente
TXN000056,2026-05-16,4100249546299407,42.7,MXN,devolucion,Devolucion gasolina,pendiente
TXN000057,2026-05-11,4100249546299407,2485.34,MXN,devolucion,Devolucion supermercado,pendiente
TXN000058,2026-05-16,4100249546299407,16282.35,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000059,2026-05-17,4100249546299407,207.54,MXN,devolucion,Devolucion refacciones,pendiente
TXN000060,2026-05-13,4100249546299407,765.13,MXN,devolucion,Devolucion ropa,pendiente
TXN000061,2026-05-21,4721261328140527,8760.03,MXN,devolucion,Devolucion refacciones,pendiente
TXN000062,2026-05-21,4721261328140527,235.79,MXN,devolucion,Devolucion celular,pendiente
TXN000063,2026-05-20,4721261328140527,281.51,MXN,devolucion,Devolucion gasolina,pendiente
TXN000064,2026-05-19,4721261328140527,188.88,MXN,devolucion,Devolucion vuelo,pendiente
TXN000065,2026-05-23,4721261328140527,2980.16,MXN,devolucion,Devolucion celular,pendiente
TXN000066,2026-05-18,4721261328140527,609.61,MXN,devolucion,Devolucion supermercado,pendiente
TXN000067,2026-02-12,4880987846193536,346.13,MXN,devolucion,Devolucion computadora,pendiente
TXN000068,2026-02-10,4880987846193536,809.82,MXN,devolucion,Devolucion herramientas,pendiente
TXN000069,2026-02-13,4880987846193536,1670.32,MXN,devolucion,Devolucion hotel,pendiente
TXN000070,2026-02-09,4880987846193536,511.51,MXN,devolucion,Devolucion refacciones,pendiente
TXN000071,2026-02-15,4880987846193536,236.92,MXN,devolucion,Devolucion muebles,pendiente
TXN000072,2026-02-13,4880987846193536,904.44,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000073,2026-02-21,4474435882175440,482.26,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000074,2026-02-26,4474435882175440,15236.54,MXN,devolucion,Devolucion muebles,pendiente
TXN000075,2026-02-24,4474435882175440,3761.88,MXN,devolucion,Devolucion restaurante,pendiente
TXN000076,2026-02-23,4474435882175440,293.11,MXN,devolucion,Devolucion supermercado,pendiente
TXN000077,2026-02-25,4474435882175440,358.34,MXN,devolucion,Devolucion farmacia,pendiente
TXN000078,2026-02-22,4474435882175440,81.08,MXN,devolucion,Devolucion internet,pendiente
TXN000079,2026-01-23,4661456093245571,17896.13,MXN,devolucion,Devolucion computadora,pendiente
TXN000080,2026-01-22,4661456093245571,202.36,MXN,devolucion,Devolucion hotel,pendiente
TXN000081,2026-01-26,4661456093245571,320.65,MXN,devolucion,Devolucion internet,pendiente
TXN000082,2026-01-24,4661456093245571,298.75,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000083,2026-01-23,4661456093245571,22806.55,MXN,devolucion,Devolucion hotel,pendiente
TXN000084,2026-01-23,4661456093245571,450.19,MXN,devolucion,Devolucion supermercado,pendiente
TXN000085,2026-05-31,4077124938434287,4408.38,MXN,devolucion,Devolucion farmacia,pendiente
TXN000086,2026-06-04,4077124938434287,341.72,MXN,devolucion,Devolucion ropa,pendiente
TXN000087,2026-05-29,4077124938434287,639.37,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000088,2026-06-01,4077124938434287,649.49,MXN,devolucion,Devolucion vuelo,pendiente
TXN000089,2026-06-04,4077124938434287,823.81,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000090,2026-06-03,4077124938434287,888.73,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000091,2026-03-24,4435640496767177,2205.01,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000092,2026-03-25,4435640496767177,2656.18,MXN,devolucion,Devolucion computadora,pendiente
TXN000093,2026-03-23,4435640496767177,57.06,MXN,devolucion,Devolucion hotel,pendiente
TXN000094,2026-03-26,4435640496767177,22309.1,MXN,devolucion,Devolucion celular,pendiente
TXN000095,2026-03-24,4435640496767177,11725.47,MXN,devolucion,Devolucion computadora,pendiente
TXN000096,2026-03-25,4435640496767177,645.3,MXN,devolucion,Devolucion internet,pendiente
TXN000097,2026-05-29,4656522094581258,915.33,MXN,devolucion,Devolucion farmacia,pendiente
TXN000098,2026-05-27,4656522094581258,672.46,MXN,devolucion,Devolucion telefonia,pendiente
TXN000099,2026-05-28,4656522094581258,556.05,MXN,devolucion,Devolucion restaurante,pendiente
TXN000100,2026-05-31,4656522094581258,338.52,MXN,devolucion,Devolucion restaurante,pendiente
TXN000101,2026-05-25,4656522094581258,3848.34,MXN,devolucion,Devolucion telefonia,pendiente
TXN000102,2026-05-30,4656522094581258,472.14,MXN,devolucion,Devolucion telefonia,pendiente
TXN000103,2026-05-29,4821146996040869,164.26,MXN,devolucion,Devolucion supermercado,pendiente
TXN000104,2026-05-30,4821146996040869,14825.54,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000105,2026-06-01,4821146996040869,12561.15,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000106,2026-05-27,4821146996040869,4800.82,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000107,2026-05-26,4821146996040869,1403.08,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000108,2026-05-28,4821146996040869,3476.79,MXN,devolucion,Devolucion telefonia,pendiente
TXN000109,2026-02-15,4043718417553448,809.36,MXN,devolucion,Devolucion muebles,pendiente
TXN000110,2026-02-14,4043718417553448,339.47,MXN,devolucion,Devolucion celular,pendiente
TXN000111,2026-02-20,4043718417553448,20815.87,MXN,devolucion,Devolucion farmacia,pendiente
TXN000112,2026-02-17,4043718417553448,4165.16,MXN,devolucion,Devolucion muebles,pendiente
TXN000113,2026-02-17,4043718417553448,2546.93,MXN,devolucion,Devolucion refacciones,pendiente
TXN000114,2026-02-19,4043718417553448,363.71,MXN,devolucion,Devolucion telefonia,pendiente
TXN000115,2026-01-27,4615281355813648,783.79,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000116,2026-01-27,4615281355813648,4849.73,MXN,devolucion,Devolucion celular,pendiente
TXN000117,2026-01-27,4615281355813648,455.17,MXN,devolucion,Devolucion supermercado,pendiente
TXN000118,2026-01-30,4615281355813648,683.41,MXN,devolucion,Devolucion restaurante,pendiente
TXN000119,2026-01-27,4615281355813648,771.9,MXN,devolucion,Devolucion gasolina,pendiente
TXN000120,2026-01-27,4615281355813648,7073.77,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000121,2026-01-16,4217178058167342,2975.66,MXN,devolucion,Devolucion supermercado,pendiente
TXN000122,2026-01-14,4217178058167342,4242.81,MXN,devolucion,Devolucion muebles,pendiente
TXN000123,2026-01-16,4217178058167342,38.44,MXN,devolucion,Devolucion muebles,pendiente
TXN000124,2026-01-15,4217178058167342,174.53,MXN,devolucion,Devolucion farmacia,pendiente
TXN000125,2026-01-11,4217178058167342,230.59,MXN,devolucion,Devolucion internet,pendiente
TXN000126,2026-01-11,4217178058167342,993.49,MXN,devolucion,Devolucion celular,pendiente
TXN000127,2026-02-09,4694015107909896,419.79,MXN,devolucion,Devolucion telefonia,pendiente
TXN000128,2026-02-11,4694015107909896,4788.25,MXN,devolucion,Devolucion celular,pendiente
TXN000129,2026-02-10,4694015107909896,9290.58,MXN,devolucion,Devolucion gasolina,pendiente
TXN000130,2026-02-11,4694015107909896,15333.11,MXN,devolucion,Devolucion refacciones,pendiente
TXN000131,2026-02-14,4694015107909896,1557.03,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000132,2026-02-13,4694015107909896,5295.92,MXN,devolucion,Devolucion refacciones,pendiente
TXN000133,2026-03-17,4591538370051713,4643.98,MXN,devolucion,Devolucion internet,pendiente
TXN000134,2026-03-18,4591538370051713,186.82,MXN,devolucion,Devolucion farmacia,pendiente
TXN000135,2026-03-16,4591538370051713,292.12,MXN,devolucion,Devolucion farmacia,pendiente
TXN000136,2026-03-15,4591538370051713,73.16,MXN,devolucion,Devolucion refacciones,pendiente
TXN000137,2026-03-20,4591538370051713,653.0,MXN,devolucion,Devolucion muebles,pendiente
TXN000138,2026-03-16,4591538370051713,98.76,MXN,devolucion,Devolucion refacciones,pendiente
TXN000139,2026-04-12,4651228016251330,4247.18,MXN,devolucion,Devolucion telefonia,pendiente
TXN000140,2026-04-08,4651228016251330,20505.54,MXN,devolucion,Devolucion vuelo,pendiente
TXN000141,2026-04-11,4651228016251330,591.97,MXN,devolucion,Devolucion internet,pendiente
TXN000142,2026-04-12,4651228016251330,1579.65,MXN,devolucion,Devolucion internet,pendiente
TXN000143,2026-04-12,4651228016251330,377.59,MXN,devolucion,Devolucion farmacia,pendiente
TXN000144,2026-04-08,4651228016251330,580.36,MXN,devolucion,Devolucion farmacia,pendiente
TXN000145,2026-05-21,4051448428674164,4736.35,MXN,devolucion,Devolucion telefonia,pendiente
TXN000146,2026-05-27,4051448428674164,4054.0,MXN,devolucion,Devolucion farmacia,pendiente
TXN000147,2026-05-21,4051448428674164,564.33,MXN,devolucion,Devolucion curso,pendiente
TXN000148,2026-05-26,4051448428674164,2494.51,MXN,devolucion,Devolucion curso,pendiente
TXN000149,2026-05-27,4051448428674164,663.9,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000150,2026-05-22,4051448428674164,4307.15,MXN,devolucion,Devolucion vuelo,pendiente
TXN000151,2026-05-17,4381356717718616,7182.66,MXN,devolucion,Devolucion herramientas,pendiente
TXN000152,2026-05-20,4381356717718616,4418.37,MXN,devolucion,Devolucion vuelo,pendiente
TXN000153,2026-05-16,4381356717718616,891.07,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000154,2026-05-22,4381356717718616,472.54,MXN,devolucion,Devolucion muebles,pendiente
TXN000155,2026-05-20,4381356717718616,414.18,MXN,devolucion,Devolucion supermercado,pendiente
TXN000156,2026-05-22,4381356717718616,864.03,MXN,devolucion,Devolucion refacciones,pendiente
TXN000157,2026-06-03,4928962698790569,12660.55,MXN,devolucion,Devolucion refacciones,pendiente
TXN000158,2026-05-31,4928962698790569,22.51,MXN,devolucion,Devolucion muebles,pendiente
TXN000159,2026-06-05,4928962698790569,846.04,MXN,devolucion,Devolucion muebles,pendiente
TXN000160,2026-06-03,4928962698790569,247.27,MXN,devolucion,Devolucion telefonia,pendiente
TXN000161,2026-06-02,4928962698790569,23935.28,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000162,2026-06-03,4928962698790569,2109.48,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000163,2026-02-20,4922221107114000,12332.54,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000164,2026-02-21,4922221107114000,1867.96,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000165,2026-02-15,4922221107114000,4206.29,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000166,2026-02-16,4922221107114000,8392.32,MXN,devolucion,Devolucion hotel,pendiente
TXN000167,2026-02-17,4922221107114000,2467.45,MXN,devolucion,Devolucion telefonia,pendiente
TXN000168,2026-02-17,4922221107114000,855.6,MXN,devolucion,Devolucion telefonia,pendiente
TXN000169,2026-02-23,4729432396635434,186.8,MXN,devolucion,Devolucion computadora,pendiente
TXN000170,2026-02-24,4729432396635434,937.41,MXN,devolucion,Devolucion ropa,pendiente
TXN000171,2026-02-27,4729432396635434,556.54,MXN,devolucion,Devolucion farmacia,pendiente
TXN000172,2026-02-24,4729432396635434,93.26,MXN,devolucion,Devolucion vuelo,pendiente
TXN000173,2026-02-21,4729432396635434,1251.4,MXN,devolucion,Devolucion ropa,pendiente
TXN000174,2026-02-23,4729432396635434,837.83,MXN,devolucion,Devolucion vuelo,pendiente
TXN000175,2026-05-08,4835482699552231,287.45,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000176,2026-05-13,4835482699552231,2533.03,MXN,devolucion,Devolucion hotel,pendiente
TXN000177,2026-05-10,4835482699552231,781.74,MXN,devolucion,Devolucion ropa,pendiente
TXN000178,2026-05-12,4835482699552231,912.64,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000179,2026-05-11,4835482699552231,1482.9,MXN,devolucion,Devolucion gasolina,pendiente
TXN000180,2026-05-12,4835482699552231,262.73,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000181,2026-02-09,4449290165784864,1329.28,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000182,2026-02-09,4449290165784864,425.56,MXN,devolucion,Devolucion gasolina,pendiente
TXN000183,2026-02-06,4449290165784864,4988.83,MXN,devolucion,Devolucion telefonia,pendiente
TXN000184,2026-02-06,4449290165784864,80.79,MXN,devolucion,Devolucion muebles,pendiente
TXN000185,2026-02-11,4449290165784864,12816.5,MXN,devolucion,Devolucion curso,pendiente
TXN000186,2026-02-11,4449290165784864,1499.27,MXN,devolucion,Devolucion curso,pendiente
TXN000187,2026-06-05,4630861160226887,616.31,MXN,devolucion,Devolucion herramientas,pendiente
TXN000188,2026-06-03,4630861160226887,122.39,MXN,devolucion,Devolucion farmacia,pendiente
TXN000189,2026-06-03,4630861160226887,595.1,MXN,devolucion,Devolucion muebles,pendiente
TXN000190,2026-06-08,4630861160226887,13197.88,MXN,devolucion,Devolucion herramientas,pendiente
TXN000191,2026-06-09,4630861160226887,678.71,MXN,devolucion,Devolucion ropa,pendiente
TXN000192,2026-06-06,4630861160226887,855.11,MXN,devolucion,Devolucion herramientas,pendiente
TXN000193,2026-06-05,4992532994840366,1341.77,MXN,devolucion,Devolucion supermercado,pendiente
TXN000194,2026-06-07,4992532994840366,76.12,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000195,2026-06-11,4992532994840366,21791.93,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000196,2026-06-11,4992532994840366,925.01,MXN,devolucion,Devolucion herramientas,pendiente
TXN000197,2026-06-07,4992532994840366,798.77,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000198,2026-06-06,4992532994840366,14190.6,MXN,devolucion,Devolucion supermercado,pendiente
TXN000199,2026-05-15,4705041287788540,18493.15,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000200,2026-05-12,4705041287788540,4941.13,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000201,2026-05-12,4705041287788540,230.94,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000202,2026-05-11,4705041287788540,793.45,MXN,devolucion,Devolucion supermercado,pendiente
TXN000203,2026-05-15,4705041287788540,21536.19,MXN,devolucion,Devolucion celular,pendiente
TXN000204,2026-05-14,4705041287788540,4143.96,MXN,devolucion,Devolucion supermercado,pendiente
TXN000205,2026-01-26,4580177410885107,276.66,MXN,devolucion,Devolucion restaurante,pendiente
TXN000206,2026-01-26,4580177410885107,340.87,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000207,2026-01-30,4580177410885107,1665.86,MXN,devolucion,Devolucion computadora,pendiente
TXN000208,2026-01-25,4580177410885107,950.5,MXN,devolucion,Devolucion computadora,pendiente
TXN000209,2026-01-25,4580177410885107,754.8,MXN,devolucion,Devolucion restaurante,pendiente
TXN000210,2026-01-30,4580177410885107,11359.24,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000211,2026-03-18,4834097683260136,3713.96,MXN,devolucion,Devolucion curso,pendiente
TXN000212,2026-03-18,4834097683260136,7140.19,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000213,2026-03-15,4834097683260136,661.39,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000214,2026-03-14,4834097683260136,488.44,MXN,devolucion,Devolucion gasolina,pendiente
TXN000215,2026-03-17,4834097683260136,23818.84,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000216,2026-03-14,4834097683260136,3269.43,MXN,devolucion,Devolucion ropa,pendiente
TXN000217,2026-02-24,4936430450324311,13902.15,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000218,2026-02-24,4936430450324311,1277.44,MXN,devolucion,Devolucion ropa,pendiente
TXN000219,2026-02-21,4936430450324311,254.07,MXN,devolucion,Devolucion internet,pendiente
TXN000220,2026-02-23,4936430450324311,22488.15,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000221,2026-02-22,4936430450324311,24375.22,MXN,devolucion,Devolucion muebles,pendiente
TXN000222,2026-02-19,4936430450324311,669.52,MXN,devolucion,Devolucion hotel,pendiente
TXN000223,2026-01-16,4905959590803623,1275.81,MXN,devolucion,Devolucion farmacia,pendiente
TXN000224,2026-01-14,4905959590803623,2603.81,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000225,2026-01-14,4905959590803623,388.88,MXN,devolucion,Devolucion internet,pendiente
TXN000226,2026-01-16,4905959590803623,4141.65,MXN,devolucion,Devolucion farmacia,pendiente
TXN000227,2026-01-16,4905959590803623,2435.48,MXN,devolucion,Devolucion farmacia,pendiente
TXN000228,2026-01-18,4905959590803623,11905.1,MXN,devolucion,Devolucion vuelo,pendiente
TXN000229,2026-01-30,4338716372988288,574.25,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000230,2026-01-26,4338716372988288,11422.26,MXN,devolucion,Devolucion supermercado,pendiente
TXN000231,2026-01-30,4338716372988288,55.07,MXN,devolucion,Devolucion curso,pendiente
TXN000232,2026-01-28,4338716372988288,2949.62,MXN,devolucion,Devolucion celular,pendiente
TXN000233,2026-02-01,4338716372988288,852.01,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000234,2026-01-29,4338716372988288,821.29,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000235,2026-05-14,4543987938520909,7380.74,MXN,devolucion,Devolucion refacciones,pendiente
TXN000236,2026-05-09,4543987938520909,3040.73,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000237,2026-05-10,4543987938520909,2076.53,MXN,devolucion,Devolucion herramientas,pendiente
TXN000238,2026-05-11,4543987938520909,385.36,MXN,devolucion,Devolucion celular,pendiente
TXN000239,2026-05-09,4543987938520909,1918.4,MXN,devolucion,Devolucion computadora,pendiente
TXN000240,2026-05-13,4543987938520909,741.66,MXN,devolucion,Devolucion restaurante,pendiente
TXN000241,2026-03-20,4813062870854925,1719.1,MXN,devolucion,Devolucion celular,pendiente
TXN000242,2026-03-14,4813062870854925,1644.2,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000243,2026-03-14,4813062870854925,409.64,MXN,devolucion,Devolucion internet,pendiente
TXN000244,2026-03-15,4813062870854925,23715.7,MXN,devolucion,Devolucion restaurante,pendiente
TXN000245,2026-03-20,4813062870854925,995.29,MXN,devolucion,Devolucion curso,pendiente
TXN000246,2026-03-16,4813062870854925,56.87,MXN,devolucion,Devolucion farmacia,pendiente
TXN000247,2026-05-16,4394295066372040,931.19,MXN,devolucion,Devolucion gasolina,pendiente
TXN000248,2026-05-11,4394295066372040,23288.82,MXN,devolucion,Devolucion computadora,pendiente
TXN000249,2026-05-13,4394295066372040,318.38,MXN,devolucion,Devolucion supermercado,pendiente
TXN000250,2026-05-14,4394295066372040,21687.86,MXN,devolucion,Devolucion refacciones,pendiente
TXN000251,2026-05-14,4394295066372040,3384.36,MXN,devolucion,Devolucion farmacia,pendiente
TXN000252,2026-05-14,4394295066372040,6687.13,MXN,devolucion,Devolucion telefonia,pendiente
TXN000253,2026-04-09,4675529555027288,294.72,MXN,devolucion,Devolucion internet,pendiente
TXN000254,2026-04-08,4675529555027288,8479.88,MXN,devolucion,Devolucion internet,pendiente
TXN000255,2026-04-07,4675529555027288,115.31,MXN,devolucion,Devolucion hotel,pendiente
TXN000256,2026-04-10,4675529555027288,226.57,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000257,2026-04-10,4675529555027288,1397.68,MXN,devolucion,Devolucion hotel,pendiente
TXN000258,2026-04-13,4675529555027288,3066.59,MXN,devolucion,Devolucion farmacia,pendiente
TXN000259,2026-01-22,4363516603317175,853.44,MXN,devolucion,Devolucion celular,pendiente
TXN000260,2026-01-20,4363516603317175,473.81,MXN,devolucion,Devolucion herramientas,pendiente
TXN000261,2026-01-19,4363516603317175,3868.67,MXN,devolucion,Devolucion internet,pendiente
TXN000262,2026-01-16,4363516603317175,2677.15,MXN,devolucion,Devolucion telefonia,pendiente
TXN000263,2026-01-19,4363516603317175,675.66,MXN,devolucion,Devolucion internet,pendiente
TXN000264,2026-01-18,4363516603317175,3202.19,MXN,devolucion,Devolucion restaurante,pendiente
TXN000265,2026-05-14,4049007915195873,1666.63,MXN,devolucion,Devolucion vuelo,pendiente
TXN000266,2026-05-13,4049007915195873,14951.46,MXN,devolucion,Devolucion gasolina,pendiente
TXN000267,2026-05-18,4049007915195873,3398.05,MXN,devolucion,Devolucion gasolina,pendiente
TXN000268,2026-05-15,4049007915195873,4197.43,MXN,devolucion,Devolucion farmacia,pendiente
TXN000269,2026-05-18,4049007915195873,859.75,MXN,devolucion,Devolucion internet,pendiente
TXN000270,2026-05-15,4049007915195873,617.61,MXN,devolucion,Devolucion muebles,pendiente
TXN000271,2026-06-10,4613770974925977,23901.77,MXN,devolucion,Devolucion computadora,pendiente
TXN000272,2026-06-04,4613770974925977,997.18,MXN,devolucion,Devolucion curso,pendiente
TXN000273,2026-06-06,4613770974925977,531.5,MXN,devolucion,Devolucion suscripcion,pendiente
TXN000274,2026-06-09,4613770974925977,241.22,MXN,devolucion,Devolucion internet,pendiente
TXN000275,2026-06-04,4613770974925977,11380.5,MXN,devolucion,Devolucion computadora,pendiente
TXN000276,2026-06-06,4613770974925977,4782.31,MXN,devolucion,Devolucion gimnasio,pendiente
TXN000277,2026-03-10,4641555674720574,56.16,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN000278,2026-03-13,4641555674720574,4077.67,MXN,devolucion,Devolucion gasolina,pendiente
TXN000279,2026-03-13,4641555674720574,634.38,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000280,2026-03-13,4641555674720574,3688.52,MXN,devolucion,Devolucion refacciones,pendiente
TXN000281,2026-03-12,4641555674720574,763.32,MXN,devolucion,Devolucion computadora,pendiente
TXN000282,2026-03-08,4641555674720574,568.22,MXN,devolucion,Devolucion equipo medico,pendiente
TXN000283,2026-02-24,4344556050668055,4666.32,MXN,devolucion,Devolucion hotel,pendiente
TXN000284,2026-02-22,4344556050668055,4529.59,MXN,devolucion,Devolucion gasolina,pendiente
TXN000285,2026-02-27,4344556050668055,14090.77,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN000286,2026-02-28,4344556050668055,730.06,MXN,devolucion,Devolucion supermercado,pendiente
TXN000287,2026-02-26,4344556050668055,315.15,MXN,devolucion,Devolucion hotel,pendiente
TXN000288,2026-02-25,4344556050668055,1452.51,MXN,devolucion,Devolucion gasolina,pendiente
